trip_id,arrival_time,departure_time,stop_id,stop_sequence
IZBAN_D0_14,09:00:00,09:00:00,IZBAN_BOR,7
IZBAN_D0_14,09:04:00,09:04:00,IZBAN_SRN,8
IZBAN_D0_14,09:08:00,09:08:00,IZBAN_GZM,9
IZBAN_D0_14,09:12:00,09:12:00,IZBAN_ADB,10
IZBAN_D0_15,08:48:00,08:48:00,IZBAN_MNV,1
IZBAN_D0_15,08:52:00,08:52:00,IZBAN_CGL,2
IZBAN_D0_15,08:56:00,08:56:00,IZBAN_KRS,3
IZBAN_D0_15,09:00:00,09:00:00,IZBAN_ALS,4
IZBAN_D0_15,09:04:00,09:04:00,IZBAN_HLK,5
IZBAN_D0_15,09:08:00,09:08:00,IZBAN_BYR,6
IZBAN_D0_15,09:12:00,09:12:00,IZBAN_BOR,7
IZBAN_D0_15,09:16:00,09:16:00,IZBAN_SRN,8
IZBAN_D0_15,09:20:00,09:20:00,IZBAN_GZM,9
IZBAN_D0_15,09:24:00,09:24:00,IZBAN_ADB,10
IZBAN_D0_16,09:00:00,09:00:00,IZBAN_MNV,1
IZBAN_D0_16,09:04:00,09:04:00,IZBAN_CGL,2
IZBAN_D0_16,09:08:00,09:08:00,IZBAN_KRS,3
IZBAN_D0_16,09:12:00,09:12:00,IZBAN_ALS,4
IZBAN_D0_16,09:16:00,09:16:00,IZBAN_HLK,5
IZBAN_D0_16,09:20:00,09:20:00,IZBAN_BYR,6
IZBAN_D0_16,09:24:00,09:24:00,IZBAN_BOR,7
IZBAN_D0_16,09:28:00,09:28:00,IZBAN_SRN,8
IZBAN_D0_16,09:32:00,09:32:00,IZBAN_GZM,9
IZBAN_D0_16,09:36:00,09:36:00,IZBAN_ADB,10
IZBAN_D0_17,09:12:00,09:12:00,IZBAN_MNV,1
IZBAN_D0_17,09:16:00,09:16:00,IZBAN_CGL,2
IZBAN_D0_17,09:20:00,09:20:00,IZBAN_KRS,3
IZBAN_D0_17,09:24:00,09:24:00,IZBAN_ALS,4
IZBAN_D0_17,09:28:00,09:28:00,IZBAN_HLK,5
IZBAN_D0_17,09:32:00,09:32:00,IZBAN_BYR,6
IZBAN_D0_17,09:36:00,09:36:00,IZBAN_BOR,7
IZBAN_D0_17,09:40:00,09:40:00,IZBAN_SRN,8
IZBAN_D0_17,09:44:00,09:44:00,IZBAN_GZM,9
IZBAN_D0_17,09:48:00,09:48:00,IZBAN_ADB,10
IZBAN_D0_18,09:24:00,09:24:00,IZBAN_MNV,1
IZBAN_D0_18,09:28:00,09:28:00,IZBAN_CGL,2
IZBAN_D0_18,09:32:00,09:32:00,IZBAN_KRS,3
IZBAN_D0_18,09:36:00,09:36:00,IZBAN_ALS,4
IZBAN_D0_18,09:40:00,09:40:00,IZBAN_HLK,5
IZBAN_D0_18,09:44:00,09:44:00,IZBAN_BYR,6
IZBAN_D0_18,09:48:00,09:48:00,IZBAN_BOR,7
IZBAN_D0_18,09:52:00,09:52:00,IZBAN_SRN,8
IZBAN_D0_18,09:56:00,09:56:00,IZBAN_GZM,9
IZBAN_D0_18,10:00:00,10:00:00,IZBAN_ADB,10
IZBAN_D0_19,09:36:00,09:36:00,IZBAN_MNV,1
IZBAN_D0_19,09:40:00,09:40:00,IZBAN_CGL,2
IZBAN_D0_19,09:44:00,09:44:00,IZBAN_KRS,3
IZBAN_D0_19,09:48:00,09:48:00,IZBAN_ALS,4
IZBAN_D0_19,09:52:00,09:52:00,IZBAN_HLK,5
IZBAN_D0_19,09:56:00,09:56:00,IZBAN_BYR,6
IZBAN_D0_19,10:00:00,10:00:00,IZBAN_BOR,7
IZBAN_D0_19,10:04:00,10:04:00,IZBAN_SRN,8
IZBAN_D0_19,10:08:00,10:08:00,IZBAN_GZM,9
IZBAN_D0_19,10:12:00,10:12:00,IZBAN_ADB,10
IZBAN_D0_20,09:48:00,09:48:00,IZBAN_MNV,1
IZBAN_D0_20,09:52:00,09:52:00,IZBAN_CGL,2
IZBAN_D0_20,09:56:00,09:56:00,IZBAN_KRS,3
IZBAN_D0_20,10:00:00,10:00:00,IZBAN_ALS,4
IZBAN_D0_20,10:04:00,10:04:00,IZBAN_HLK,5
IZBAN_D0_20,10:08:00,10:08:00,IZBAN_BYR,6
IZBAN_D0_20,10:12:00,10:12:00,IZBAN_BOR,7
IZBAN_D0_20,10:16:00,10:16:00,IZBAN_SRN,8
IZBAN_D0_20,10:20:00,10:20:00,IZBAN_GZM,9
IZBAN_D0_20,10:24:00,10:24:00,IZBAN_ADB,10
IZBAN_D0_21,10:00:00,10:00:00,IZBAN_MNV,1
IZBAN_D0_21,10:04:00,10:04:00,IZBAN_CGL,2
IZBAN_D0_21,10:08:00,10:08:00,IZBAN_KRS,3
IZBAN_D0_21,10:12:00,10:12:00,IZBAN_ALS,4
IZBAN_D0_21,10:16:00,10:16:00,IZBAN_HLK,5
IZBAN_D0_21,10:20:00,10:20:00,IZBAN_BYR,6
IZBAN_D0_21,10:24:00,10:24:00,IZBAN_BOR,7
IZBAN_D0_21,10:28:00,10:28:00,IZBAN_SRN,8
IZBAN_D0_21,10:32:00,10:32:00,IZBAN_GZM,9
IZBAN_D0_21,10:36:00,10:36:00,IZBAN_ADB,10
IZBAN_D0_22,10:12:00,10:12:00,IZBAN_MNV,1
IZBAN_D0_22,10:16:00,10:16:00,IZBAN_CGL,2
IZBAN_D0_22,10:20:00,10:20:00,IZBAN_KRS,3
IZBAN_D0_22,10:24:00,10:24:00,IZBAN_ALS,4
IZBAN_D0_22,10:28:00,10:28:00,IZBAN_HLK,5
IZBAN_D0_22,10:32:00,10:32:00,IZBAN_BYR,6
IZBAN_D0_22,10:36:00,10:36:00,IZBAN_BOR,7
IZBAN_D0_22,10:40:00,10:40:00,IZBAN_SRN,8
IZBAN_D0_22,10:44:00,10:44:00,IZBAN_GZM,9
IZBAN_D0_22,10:48:00,10:48:00,IZBAN_ADB,10
IZBAN_D0_23,10:24:00,10:24:00,IZBAN_MNV,1
IZBAN_D0_23,10:28:00,10:28:00,IZBAN_CGL,2
IZBAN_D0_23,10:32:00,10:32:00,IZBAN_KRS,3
IZBAN_D0_23,10:36:00,10:36:00,IZBAN_ALS,4
IZBAN_D0_23,10:40:00,10:40:00,IZBAN_HLK,5
IZBAN_D0_23,10:44:00,10:44:00,IZBAN_BYR,6
IZBAN_D0_23,10:48:00,10:48:00,IZBAN_BOR,7
IZBAN_D0_23,10:52:00,10:52:00,IZBAN_SRN,8
IZBAN_D0_23,10:56:00,10:56:00,IZBAN_GZM,9
IZBAN_D0_23,11:00:00,11:00:00,IZBAN_ADB,10
IZBAN_D0_24,10:36:00,10:36:00,IZBAN_MNV,1
IZBAN_D0_24,10:40:00,10:40:00,IZBAN_CGL,2
IZBAN_D0_24,10:44:00,10:44:00,IZBAN_KRS,3
IZBAN_D0_24,10:48:00,10:48:00,IZBAN_ALS,4
IZBAN_D0_24,10:52:00,10:52:00,IZBAN_HLK,5
IZBAN_D0_24,10:56:00,10:56:00,IZBAN_BYR,6
IZBAN_D0_24,11:00:00,11:00:00,IZBAN_BOR,7
IZBAN_D0_24,11:04:00,11:04:00,IZBAN_SRN,8
IZBAN_D0_24,11:08:00,11:08:00,IZBAN_GZM,9
IZBAN_D0_24,11:12:00,11:12:00,IZBAN_ADB,10
IZBAN_D0_25,10:48:00,10:48:00,IZBAN_MNV,1
IZBAN_D0_25,10:52:00,10:52:00,IZBAN_CGL,2
IZBAN_D0_25,10:56:00,10:56:00,IZBAN_KRS,3
IZBAN_D0_25,11:00:00,11:00:00,IZBAN_ALS,4
IZBAN_D0_25,11:04:00,11:04:00,IZBAN_HLK,5
IZBAN_D0_25,11:08:00,11:08:00,IZBAN_BYR,6
IZBAN_D0_25,11:12:00,11:12:00,IZBAN_BOR,7
IZBAN_D0_25,11:16:00,11:16:00,IZBAN_SRN,8
IZBAN_D0_25,11:20:00,11:20:00,IZBAN_GZM,9
IZBAN_D0_25,11:24:00,11:24:00,IZBAN_ADB,10
IZBAN_D0_26,11:00:00,11:00:00,IZBAN_MNV,1
IZBAN_D0_26,11:04:00,11:04:00,IZBAN_CGL,2
IZBAN_D0_26,11:08:00,11:08:00,IZBAN_KRS,3
IZBAN_D0_26,11:12:00,11:12:00,IZBAN_ALS,4
IZBAN_D0_26,11:16:00,11:16:00,IZBAN_HLK,5
IZBAN_D0_26,11:20:00,11:20:00,IZBAN_BYR,6
IZBAN_D0_26,11:24:00,11:24:00,IZBAN_BOR,7
IZBAN_D0_26,11:28:00,11:28:00,IZBAN_SRN,8
IZBAN_D0_26,11:32:00,11:32:00,IZBAN_GZM,9
IZBAN_D0_26,11:36:00,11:36:00,IZBAN_ADB,10
IZBAN_D0_27,11:12:00,11:12:00,IZBAN_MNV,1
IZBAN_D0_27,11:16:00,11:16:00,IZBAN_CGL,2
IZBAN_D0_27,11:20:00,11:20:00,IZBAN_KRS,3
IZBAN_D0_27,11:24:00,11:24:00,IZBAN_ALS,4
IZBAN_D0_27,11:28:00,11:28:00,IZBAN_HLK,5
IZBAN_D0_27,11:32:00,11:32:00,IZBAN_BYR,6
IZBAN_D0_27,11:36:00,11:36:00,IZBAN_BOR,7
IZBAN_D0_27,11:40:00,11:40:00,IZBAN_SRN,8
IZBAN_D0_27,11:44:00,11:44:00,IZBAN_GZM,9
IZBAN_D0_27,11:48:00,11:48:00,IZBAN_ADB,10
IZBAN_D0_28,11:24:00,11:24:00,IZBAN_MNV,1
IZBAN_D0_28,11:28:00,11:28:00,IZBAN_CGL,2
IZBAN_D0_28,11:32:00,11:32:00,IZBAN_KRS,3
IZBAN_D0_28,11:36:00,11:36:00,IZBAN_ALS,4
IZBAN_D0_28,11:40:00,11:40:00,IZBAN_HLK,5
IZBAN_D0_28,11:44:00,11:44:00,IZBAN_BYR,6
IZBAN_D0_28,11:48:00,11:48:00,IZBAN_BOR,7
IZBAN_D0_28,11:52:00,11:52:00,IZBAN_SRN,8
IZBAN_D0_28,11:56:00,11:56:00,IZBAN_GZM,9
IZBAN_D0_28,12:00:00,12:00:00,IZBAN_ADB,10
IZBAN_D0_29,11:36:00,11:36:00,IZBAN_MNV,1
IZBAN_D0_29,11:40:00,11:40:00,IZBAN_CGL,2
IZBAN_D0_29,11:44:00,11:44:00,IZBAN_KRS,3
IZBAN_D0_29,11:48:00,11:48:00,IZBAN_ALS,4
IZBAN_D0_29,11:52:00,11:52:00,IZBAN_HLK,5
IZBAN_D0_29,11:56:00,11:56:00,IZBAN_BYR,6
IZBAN_D0_29,12:00:00,12:00:00,IZBAN_BOR,7
IZBAN_D0_29,12:04:00,12:04:00,IZBAN_SRN,8
IZBAN_D0_29,12:08:00,12:08:00,IZBAN_GZM,9
IZBAN_D0_29,12:12:00,12:12:00,IZBAN_ADB,10
IZBAN_D0_30,11:48:00,11:48:00,IZBAN_MNV,1
IZBAN_D0_30,11:52:00,11:52:00,IZBAN_CGL,2
IZBAN_D0_30,11:56:00,11:56:00,IZBAN_KRS,3
IZBAN_D0_30,12:00:00,12:00:00,IZBAN_ALS,4
IZBAN_D0_30,12:04:00,12:04:00,IZBAN_HLK,5
IZBAN_D0_30,12:08:00,12:08:00,IZBAN_BYR,6
IZBAN_D0_30,12:12:00,12:12:00,IZBAN_BOR,7
IZBAN_D0_30,12:16:00,12:16:00,IZBAN_SRN,8
IZBAN_D0_30,12:20:00,12:20:00,IZBAN_GZM,9
IZBAN_D0_30,12:24:00,12:24:00,IZBAN_ADB,10
IZBAN_D0_31,12:00:00,12:00:00,IZBAN_MNV,1
IZBAN_D0_31,12:04:00,12:04:00,IZBAN_CGL,2
IZBAN_D0_31,12:08:00,12:08:00,IZBAN_KRS,3
IZBAN_D0_31,12:12:00,12:12:00,IZBAN_ALS,4
IZBAN_D0_31,12:16:00,12:16:00,IZBAN_HLK,5
IZBAN_D0_31,12:20:00,12:20:00,IZBAN_BYR,6
IZBAN_D0_31,12:24:00,12:24:00,IZBAN_BOR,7
IZBAN_D0_31,12:28:00,12:28:00,IZBAN_SRN,8
IZBAN_D0_31,12:32:00,12:32:00,IZBAN_GZM,9
IZBAN_D0_31,12:36:00,12:36:00,IZBAN_ADB,10
IZBAN_D0_32,12:12:00,12:12:00,IZBAN_MNV,1
IZBAN_D0_32,12:16:00,12:16:00,IZBAN_CGL,2
IZBAN_D0_32,12:20:00,12:20:00,IZBAN_KRS,3
IZBAN_D0_32,12:24:00,12:24:00,IZBAN_ALS,4
IZBAN_D0_32,12:28:00,12:28:00,IZBAN_HLK,5
IZBAN_D0_32,12:32:00,12:32:00,IZBAN_BYR,6
IZBAN_D0_32,12:36:00,12:36:00,IZBAN_BOR,7
IZBAN_D0_32,12:40:00,12:40:00,IZBAN_SRN,8
IZBAN_D0_32,12:44:00,12:44:00,IZBAN_GZM,9
IZBAN_D0_32,12:48:00,12:48:00,IZBAN_ADB,10
IZBAN_D0_33,12:24:00,12:24:00,IZBAN_MNV,1
IZBAN_D0_33,12:28:00,12:28:00,IZBAN_CGL,2
IZBAN_D0_33,12:32:00,12:32:00,IZBAN_KRS,3
IZBAN_D0_33,12:36:00,12:36:00,IZBAN_ALS,4
IZBAN_D0_33,12:40:00,12:40:00,IZBAN_HLK,5
IZBAN_D0_33,12:44:00,12:44:00,IZBAN_BYR,6
IZBAN_D0_33,12:48:00,12:48:00,IZBAN_BOR,7
IZBAN_D0_33,12:52:00,12:52:00,IZBAN_SRN,8
IZBAN_D0_33,12:56:00,12:56:00,IZBAN_GZM,9
IZBAN_D0_33,13:00:00,13:00:00,IZBAN_ADB,10
IZBAN_D0_34,12:36:00,12:36:00,IZBAN_MNV,1
IZBAN_D0_34,12:40:00,12:40:00,IZBAN_CGL,2
IZBAN_D0_34,12:44:00,12:44:00,IZBAN_KRS,3
IZBAN_D0_34,12:48:00,12:48:00,IZBAN_ALS,4
IZBAN_D0_34,12:52:00,12:52:00,IZBAN_HLK,5
IZBAN_D0_34,12:56:00,12:56:00,IZBAN_BYR,6
IZBAN_D0_34,13:00:00,13:00:00,IZBAN_BOR,7
IZBAN_D0_34,13:04:00,13:04:00,IZBAN_SRN,8
IZBAN_D0_34,13:08:00,13:08:00,IZBAN_GZM,9
IZBAN_D0_34,13:12:00,13:12:00,IZBAN_ADB,10
IZBAN_D0_35,12:48:00,12:48:00,IZBAN_MNV,1
IZBAN_D0_35,12:52:00,12:52:00,IZBAN_CGL,2
IZBAN_D0_35,12:56:00,12:56:00,IZBAN_KRS,3
IZBAN_D0_35,13:00:00,13:00:00,IZBAN_ALS,4
IZBAN_D0_35,13:04:00,13:04:00,IZBAN_HLK,5
IZBAN_D0_35,13:08:00,13:08:00,IZBAN_BYR,6
IZBAN_D0_35,13:12:00,13:12:00,IZBAN_BOR,7
IZBAN_D0_35,13:16:00,13:16:00,IZBAN_SRN,8
IZBAN_D0_35,13:20:00,13:20:00,IZBAN_GZM,9
IZBAN_D0_35,13:24:00,13:24:00,IZBAN_ADB,10
IZBAN_D0_36,13:00:00,13:00:00,IZBAN_MNV,1
IZBAN_D0_36,13:04:00,13:04:00,IZBAN_CGL,2
IZBAN_D0_36,13:08:00,13:08:00,IZBAN_KRS,3
IZBAN_D0_36,13:12:00,13:12:00,IZBAN_ALS,4
IZBAN_D0_36,13:16:00,13:16:00,IZBAN_HLK,5
IZBAN_D0_36,13:20:00,13:20:00,IZBAN_BYR,6
IZBAN_D0_36,13:24:00,13:24:00,IZBAN_BOR,7
IZBAN_D0_36,13:28:00,13:28:00,IZBAN_SRN,8
IZBAN_D0_36,13:32:00,13:32:00,IZBAN_GZM,9
IZBAN_D0_36,13:36:00,13:36:00,IZBAN_ADB,10
IZBAN_D0_37,13:12:00,13:12:00,IZBAN_MNV,1
IZBAN_D0_37,13:16:00,13:16:00,IZBAN_CGL,2
IZBAN_D0_37,13:20:00,13:20:00,IZBAN_KRS,3
IZBAN_D0_37,13:24:00,13:24:00,IZBAN_ALS,4
IZBAN_D0_37,13:28:00,13:28:00,IZBAN_HLK,5
IZBAN_D0_37,13:32:00,13:32:00,IZBAN_BYR,6
IZBAN_D0_37,13:36:00,13:36:00,IZBAN_BOR,7
IZBAN_D0_37,13:40:00,13:40:00,IZBAN_SRN,8
IZBAN_D0_37,13:44:00,13:44:00,IZBAN_GZM,9
IZBAN_D0_37,13:48:00,13:48:00,IZBAN_ADB,10
IZBAN_D0_38,13:24:00,13:24:00,IZBAN_MNV,1
IZBAN_D0_38,13:28:00,13:28:00,IZBAN_CGL,2
IZBAN_D0_38,13:32:00,13:32:00,IZBAN_KRS,3
IZBAN_D0_38,13:36:00,13:36:00,IZBAN_ALS,4
IZBAN_D0_38,13:40:00,13:40:00,IZBAN_HLK,5
IZBAN_D0_38,13:44:00,13:44:00,IZBAN_BYR,6
IZBAN_D0_38,13:48:00,13:48:00,IZBAN_BOR,7
IZBAN_D0_38,13:52:00,13:52:00,IZBAN_SRN,8
IZBAN_D0_38,13:56:00,13:56:00,IZBAN_GZM,9
IZBAN_D0_38,14:00:00,14:00:00,IZBAN_ADB,10
IZBAN_D0_39,13:36:00,13:36:00,IZBAN_MNV,1
IZBAN_D0_39,13:40:00,13:40:00,IZBAN_CGL,2
IZBAN_D0_39,13:44:00,13:44:00,IZBAN_KRS,3
IZBAN_D0_39,13:48:00,13:48:00,IZBAN_ALS,4
IZBAN_D0_39,13:52:00,13:52:00,IZBAN_HLK,5
IZBAN_D0_39,13:56:00,13:56:00,IZBAN_BYR,6
IZBAN_D0_39,14:00:00,14:00:00,IZBAN_BOR,7
IZBAN_D0_39,14:04:00,14:04:00,IZBAN_SRN,8
IZBAN_D0_39,14:08:00,14:08:00,IZBAN_GZM,9
IZBAN_D0_39,14:12:00,14:12:00,IZBAN_ADB,10
IZBAN_D0_40,13:48:00,13:48:00,IZBAN_MNV,1
IZBAN_D0_40,13:52:00,13:52:00,IZBAN_CGL,2
IZBAN_D0_40,13:56:00,13:56:00,IZBAN_KRS,3
IZBAN_D0_40,14:00:00,14:00:00,IZBAN_ALS,4
IZBAN_D0_40,14:04:00,14:04:00,IZBAN_HLK,5
IZBAN_D0_40,14:08:00,14:08:00,IZBAN_BYR,6
IZBAN_D0_40,14:12:00,14:12:00,IZBAN_BOR,7
IZBAN_D0_40,14:16:00,14:16:00,IZBAN_SRN,8
