trip_id,arrival_time,departure_time,stop_id,stop_sequence
M1_D0_8,07:16:00,07:16:00,M1_EMN,3
M1_D0_8,07:19:00,07:19:00,M1_TPC,4
M1_D0_8,07:22:00,07:22:00,M1_BYP,5
M1_D0_8,07:25:00,07:25:00,M1_SAG,6
M1_D0_8,07:28:00,07:28:00,M1_KCP,7
M1_D0_8,07:31:00,07:31:00,M1_OPT,8
M1_D0_8,07:34:00,07:34:00,M1_DTL,9
M1_D0_8,07:37:00,07:37:00,M1_MRC,10
M1_D0_8,07:40:00,07:40:00,M1_ZYB,11
M1_D0_8,07:43:00,07:43:00,M1_BKR,12
M1_D0_8,07:46:00,07:46:00,M1_BSE,13
M1_D0_8,07:49:00,07:49:00,M1_ATR,14
M1_D0_9,07:20:00,07:20:00,M1_YKP,1
M1_D0_9,07:23:00,07:23:00,M1_AKS,2
M1_D0_9,07:26:00,07:26:00,M1_EMN,3
M1_D0_9,07:29:00,07:29:00,M1_TPC,4
M1_D0_9,07:32:00,07:32:00,M1_BYP,5
M1_D0_9,07:35:00,07:35:00,M1_SAG,6
M1_D0_9,07:38:00,07:38:00,M1_KCP,7
M1_D0_9,07:41:00,07:41:00,M1_OPT,8
M1_D0_9,07:44:00,07:44:00,M1_DTL,9
M1_D0_9,07:47:00,07:47:00,M1_MRC,10
M1_D0_9,07:50:00,07:50:00,M1_ZYB,11
M1_D0_9,07:53:00,07:53:00,M1_BKR,12
M1_D0_9,07:56:00,07:56:00,M1_BSE,13
M1_D0_9,07:59:00,07:59:00,M1_ATR,14
M1_D0_10,07:30:00,07:30:00,M1_YKP,1
M1_D0_10,07:33:00,07:33:00,M1_AKS,2
M1_D0_10,07:36:00,07:36:00,M1_EMN,3
M1_D0_10,07:39:00,07:39:00,M1_TPC,4
M1_D0_10,07:42:00,07:42:00,M1_BYP,5
M1_D0_10,07:45:00,07:45:00,M1_SAG,6
M1_D0_10,07:48:00,07:48:00,M1_KCP,7
M1_D0_10,07:51:00,07:51:00,M1_OPT,8
M1_D0_10,07:54:00,07:54:00,M1_DTL,9
M1_D0_10,07:57:00,07:57:00,M1_MRC,10
M1_D0_10,08:00:00,08:00:00,M1_ZYB,11
M1_D0_10,08:03:00,08:03:00,M1_BKR,12
M1_D0_10,08:06:00,08:06:00,M1_BSE,13
M1_D0_10,08:09:00,08:09:00,M1_ATR,14
M1_D0_11,07:40:00,07:40:00,M1_YKP,1
M1_D0_11,07:43:00,07:43:00,M1_AKS,2
M1_D0_11,07:46:00,07:46:00,M1_EMN,3
M1_D0_11,07:49:00,07:49:00,M1_TPC,4
M1_D0_11,07:52:00,07:52:00,M1_BYP,5
M1_D0_11,07:55:00,07:55:00,M1_SAG,6
M1_D0_11,07:58:00,07:58:00,M1_KCP,7
M1_D0_11,08:01:00,08:01:00,M1_OPT,8
M1_D0_11,08:04:00,08:04:00,M1_DTL,9
M1_D0_11,08:07:00,08:07:00,M1_MRC,10
M1_D0_11,08:10:00,08:10:00,M1_ZYB,11
M1_D0_11,08:13:00,08:13:00,M1_BKR,12
M1_D0_11,08:16:00,08:16:00,M1_BSE,13
M1_D0_11,08:19:00,08:19:00,M1_ATR,14
M1_D0_12,07:50:00,07:50:00,M1_YKP,1
M1_D0_12,07:53:00,07:53:00,M1_AKS,2
M1_D0_12,07:56:00,07:56:00,M1_EMN,3
M1_D0_12,07:59:00,07:59:00,M1_TPC,4
M1_D0_12,08:02:00,08:02:00,M1_BYP,5
M1_D0_12,08:05:00,08:05:00,M1_SAG,6
M1_D0_12,08:08:00,08:08:00,M1_KCP,7
M1_D0_12,08:11:00,08:11:00,M1_OPT,8
M1_D0_12,08:14:00,08:14:00,M1_DTL,9
M1_D0_12,08:17:00,08:17:00,M1_MRC,10
M1_D0_12,08:20:00,08:20:00,M1_ZYB,11
M1_D0_12,08:23:00,08:23:00,M1_BKR,12
M1_D0_12,08:26:00,08:26:00,M1_BSE,13
M1_D0_12,08:29:00,08:29:00,M1_ATR,14
M1_D0_13,08:00:00,08:00:00,M1_YKP,1
M1_D0_13,08:03:00,08:03:00,M1_AKS,2
M1_D0_13,08:06:00,08:06:00,M1_EMN,3
M1_D0_13,08:09:00,08:09:00,M1_TPC,4
M1_D0_13,08:12:00,08:12:00,M1_BYP,5
M1_D0_13,08:15:00,08:15:00,M1_SAG,6
M1_D0_13,08:18:00,08:18:00,M1_KCP,7
M1_D0_13,08:21:00,08:21:00,M1_OPT,8
M1_D0_13,08:24:00,08:24:00,M1_DTL,9
M1_D0_13,08:27:00,08:27:00,M1_MRC,10
M1_D0_13,08:30:00,08:30:00,M1_ZYB,11
M1_D0_13,08:33:00,08:33:00,M1_BKR,12
M1_D0_13,08:36:00,08:36:00,M1_BSE,13
M1_D0_13,08:39:00,08:39:00,M1_ATR,14
M1_D0_14,08:10:00,08:10:00,M1_YKP,1
M1_D0_14,08:13:00,08:13:00,M1_AKS,2
M1_D0_14,08:16:00,08:16:00,M1_EMN,3
M1_D0_14,08:19:00,08:19:00,M1_TPC,4
M1_D0_14,08:22:00,08:22:00,M1_BYP,5
M1_D0_14,08:25:00,08:25:00,M1_SAG,6
M1_D0_14,08:28:00,08:28:00,M1_KCP,7
M1_D0_14,08:31:00,08:31:00,M1_OPT,8
M1_D0_14,08:34:00,08:34:00,M1_DTL,9
M1_D0_14,08:37:00,08:37:00,M1_MRC,10
M1_D0_14,08:40:00,08:40:00,M1_ZYB,11
M1_D0_14,08:43:00,08:43:00,M1_BKR,12
M1_D0_14,08:46:00,08:46:00,M1_BSE,13
M1_D0_14,08:49:00,08:49:00,M1_ATR,14
M1_D0_15,08:20:00,08:20:00,M1_YKP,1
M1_D0_15,08:23:00,08:23:00,M1_AKS,2
M1_D0_15,08:26:00,08:26:00,M1_EMN,3
M1_D0_15,08:29:00,08:29:00,M1_TPC,4
M1_D0_15,08:32:00,08:32:00,M1_BYP,5
M1_D0_15,08:35:00,08:35:00,M1_SAG,6
M1_D0_15,08:38:00,08:38:00,M1_KCP,7
M1_D0_15,08:41:00,08:41:00,M1_OPT,8
M1_D0_15,08:44:00,08:44:00,M1_DTL,9
M1_D0_15,08:47:00,08:47:00,M1_MRC,10
M1_D0_15,08:50:00,08:50:00,M1_ZYB,11
M1_D0_15,08:53:00,08:53:00,M1_BKR,12
M1_D0_15,08:56:00,08:56:00,M1_BSE,13
M1_D0_15,08:59:00,08:59:00,M1_ATR,14
M1_D0_16,08:30:00,08:30:00,M1_YKP,1
M1_D0_16,08:33:00,08:33:00,M1_AKS,2
M1_D0_16,08:36:00,08:36:00,M1_EMN,3
M1_D0_16,08:39:00,08:39:00,M1_TPC,4
M1_D0_16,08:42:00,08:42:00,M1_BYP,5
M1_D0_16,08:45:00,08:45:00,M1_SAG,6
M1_D0_16,08:48:00,08:48:00,M1_KCP,7
M1_D0_16,08:51:00,08:51:00,M1_OPT,8
M1_D0_16,08:54:00,08:54:00,M1_DTL,9
M1_D0_16,08:57:00,08:57:00,M1_MRC,10
M1_D0_16,09:00:00,09:00:00,M1_ZYB,11
M1_D0_16,09:03:00,09:03:00,M1_BKR,12
M1_D0_16,09:06:00,09:06:00,M1_BSE,13
M1_D0_16,09:09:00,09:09:00,M1_ATR,14
M1_D0_17,08:40:00,08:40:00,M1_YKP,1
M1_D0_17,08:43:00,08:43:00,M1_AKS,2
M1_D0_17,08:46:00,08:46:00,M1_EMN,3
M1_D0_17,08:49:00,08:49:00,M1_TPC,4
M1_D0_17,08:52:00,08:52:00,M1_BYP,5
M1_D0_17,08:55:00,08:55:00,M1_SAG,6
M1_D0_17,08:58:00,08:58:00,M1_KCP,7
M1_D0_17,09:01:00,09:01:00,M1_OPT,8
M1_D0_17,09:04:00,09:04:00,M1_DTL,9
M1_D0_17,09:07:00,09:07:00,M1_MRC,10
M1_D0_17,09:10:00,09:10:00,M1_ZYB,11
M1_D0_17,09:13:00,09:13:00,M1_BKR,12
M1_D0_17,09:16:00,09:16:00,M1_BSE,13
M1_D0_17,09:19:00,09:19:00,M1_ATR,14
M1_D0_18,08:50:00,08:50:00,M1_YKP,1
M1_D0_18,08:53:00,08:53:00,M1_AKS,2
M1_D0_18,08:56:00,08:56:00,M1_EMN,3
M1_D0_18,08:59:00,08:59:00,M1_TPC,4
M1_D0_18,09:02:00,09:02:00,M1_BYP,5
M1_D0_18,09:05:00,09:05:00,M1_SAG,6
M1_D0_18,09:08:00,09:08:00,M1_KCP,7
M1_D0_18,09:11:00,09:11:00,M1_OPT,8
M1_D0_18,09:14:00,09:14:00,M1_DTL,9
M1_D0_18,09:17:00,09:17:00,M1_MRC,10
M1_D0_18,09:20:00,09:20:00,M1_ZYB,11
M1_D0_18,09:23:00,09:23:00,M1_BKR,12
M1_D0_18,09:26:00,09:26:00,M1_BSE,13
M1_D0_18,09:29:00,09:29:00,M1_ATR,14
M1_D0_19,09:00:00,09:00:00,M1_YKP,1
M1_D0_19,09:03:00,09:03:00,M1_AKS,2
M1_D0_19,09:06:00,09:06:00,M1_EMN,3
M1_D0_19,09:09:00,09:09:00,M1_TPC,4
M1_D0_19,09:12:00,09:12:00,M1_BYP,5
M1_D0_19,09:15:00,09:15:00,M1_SAG,6
M1_D0_19,09:18:00,09:18:00,M1_KCP,7
M1_D0_19,09:21:00,09:21:00,M1_OPT,8
M1_D0_19,09:24:00,09:24:00,M1_DTL,9
M1_D0_19,09:27:00,09:27:00,M1_MRC,10
M1_D0_19,09:30:00,09:30:00,M1_ZYB,11
M1_D0_19,09:33:00,09:33:00,M1_BKR,12
M1_D0_19,09:36:00,09:36:00,M1_BSE,13
M1_D0_19,09:39:00,09:39:00,M1_ATR,14
M1_D0_20,09:10:00,09:10:00,M1_YKP,1
M1_D0_20,09:13:00,09:13:00,M1_AKS,2
M1_D0_20,09:16:00,09:16:00,M1_EMN,3
M1_D0_20,09:19:00,09:19:00,M1_TPC,4
M1_D0_20,09:22:00,09:22:00,M1_BYP,5
M1_D0_20,09:25:00,09:25:00,M1_SAG,6
M1_D0_20,09:28:00,09:28:00,M1_KCP,7
M1_D0_20,09:31:00,09:31:00,M1_OPT,8
M1_D0_20,09:34:00,09:34:00,M1_DTL,9
M1_D0_20,09:37:00,09:37:00,M1_MRC,10
M1_D0_20,09:40:00,09:40:00,M1_ZYB,11
M1_D0_20,09:43:00,09:43:00,M1_BKR,12
M1_D0_20,09:46:00,09:46:00,M1_BSE,13
M1_D0_20,09:49:00,09:49:00,M1_ATR,14
M1_D0_21,09:20:00,09:20:00,M1_YKP,1
M1_D0_21,09:23:00,09:23:00,M1_AKS,2
M1_D0_21,09:26:00,09:26:00,M1_EMN,3
M1_D0_21,09:29:00,09:29:00,M1_TPC,4
M1_D0_21,09:32:00,09:32:00,M1_BYP,5
M1_D0_21,09:35:00,09:35:00,M1_SAG,6
M1_D0_21,09:38:00,09:38:00,M1_KCP,7
M1_D0_21,09:41:00,09:41:00,M1_OPT,8
M1_D0_21,09:44:00,09:44:00,M1_DTL,9
M1_D0_21,09:47:00,09:47:00,M1_MRC,10
M1_D0_21,09:50:00,09:50:00,M1_ZYB,11
M1_D0_21,09:53:00,09:53:00,M1_BKR,12
M1_D0_21,09:56:00,09:56:00,M1_BSE,13
M1_D0_21,09:59:00,09:59:00,M1_ATR,14
M1_D0_22,09:30:00,09:30:00,M1_YKP,1
M1_D0_22,09:33:00,09:33:00,M1_AKS,2
M1_D0_22,09:36:00,09:36:00,M1_EMN,3
M1_D0_22,09:39:00,09:39:00,M1_TPC,4
M1_D0_22,09:42:00,09:42:00,M1_BYP,5
M1_D0_22,09:45:00,09:45:00,M1_SAG,6
M1_D0_22,09:48:00,09:48:00,M1_KCP,7
M1_D0_22,09:51:00,09:51:00,M1_OPT,8
M1_D0_22,09:54:00,09:54:00,M1_DTL,9
M1_D0_22,09:57:00,09:57:00,M1_MRC,10
M1_D0_22,10:00:00,10:00:00,M1_ZYB,11
M1_D0_22,10:03:00,10:03:00,M1_BKR,12
M1_D0_22,10:06:00,10:06:00,M1_BSE,13
M1_D0_22,10:09:00,10:09:00,M1_ATR,14
M1_D0_23,09:40:00,09:40:00,M1_YKP,1
M1_D0_23,09:43:00,09:43:00,M1_AKS,2
M1_D0_23,09:46:00,09:46:00,M1_EMN,3
M1_D0_23,09:49:00,09:49:00,M1_TPC,4
M1_D0_23,09:52:00,09:52:00,M1_BYP,5
M1_D0_23,09:55:00,09:55:00,M1_SAG,6
M1_D0_23,09:58:00,09:58:00,M1_KCP,7
M1_D0_23,10:01:00,10:01:00,M1_OPT,8
M1_D0_23,10:04:00,10:04:00,M1_DTL,9
M1_D0_23,10:07:00,10:07:00,M1_MRC,10
M1_D0_23,10:10:00,10:10:00,M1_ZYB,11
M1_D0_23,10:13:00,10:13:00,M1_BKR,12
M1_D0_23,10:16:00,10:16:00,M1_BSE,13
M1_D0_23,10:19:00,10:19:00,M1_ATR,14
M1_D0_24,09:50:00,09:50:00,M1_YKP,1
M1_D0_24,09:53:00,09:53:00,M1_AKS,2
M1_D0_24,09:56:00,09:56:00,M1_EMN,3
M1_D0_24,09:59:00,09:59:00,M1_TPC,4
M1_D0_24,10:02:00,10:02:00,M1_BYP,5
M1_D0_24,10:05:00,10:05:00,M1_SAG,6
M1_D0_24,10:08:00,10:08:00,M1_KCP,7
M1_D0_24,10:11:00,10:11:00,M1_OPT,8
M1_D0_24,10:14:00,10:14:00,M1_DTL,9
M1_D0_24,10:17:00,10:17:00,M1_MRC,10
M1_D0_24,10:20:00,10:20:00,M1_ZYB,11
M1_D0_24,10:23:00,10:23:00,M1_BKR,12
M1_D0_24,10:26:00,10:26:00,M1_BSE,13
M1_D0_24,10:29:00,10:29:00,M1_ATR,14
M1_D0_25,10:00:00,10:00:00,M1_YKP,1
M1_D0_25,10:03:00,10:03:00,M1_AKS,2
M1_D0_25,10:06:00,10:06:00,M1_EMN,3
M1_D0_25,10:09:00,10:09:00,M1_TPC,4
M1_D0_25,10:12:00,10:12:00,M1_BYP,5
M1_D0_25,10:15:00,10:15:00,M1_SAG,6
M1_D0_25,10:18:00,10:18:00,M1_KCP,7
M1_D0_25,10:21:00,10:21:00,M1_OPT,8
M1_D0_25,10:24:00,10:24:00,M1_DTL,9
M1_D0_25,10:27:00,10:27:00,M1_MRC,10
M1_D0_25,10:30:00,10:30:00,M1_ZYB,11
M1_D0_25,10:33:00,10:33:00,M1_BKR,12
M1_D0_25,10:36:00,10:36:00,M1_BSE,13
M1_D0_25,10:39:00,10:39:00,M1_ATR,14
M1_D0_26,10:10:00,10:10:00,M1_YKP,1
M1_D0_26,10:13:00,10:13:00,M1_AKS,2
M1_D0_26,10:16:00,10:16:00,M1_EMN,3
M1_D0_26,10:19:00,10:19:00,M1_TPC,4
M1_D0_26,10:22:00,10:22:00,M1_BYP,5
M1_D0_26,10:25:00,10:25:00,M1_SAG,6
M1_D0_26,10:28:00,10:28:00,M1_KCP,7
M1_D0_26,10:31:00,10:31:00,M1_OPT,8
M1_D0_26,10:34:00,10:34:00,M1_DTL,9
M1_D0_26,10:37:00,10:37:00,M1_MRC,10
M1_D0_26,10:40:00,10:40:00,M1_ZYB,11
M1_D0_26,10:43:00,10:43:00,M1_BKR,12
M1_D0_26,10:46:00,10:46:00,M1_BSE,13
M1_D0_26,10:49:00,10:49:00,M1_ATR,14
M1_D0_27,10:20:00,10:20:00,M1_YKP,1
M1_D0_27,10:23:00,10:23:00,M1_AKS,2
M1_D0_27,10:26:00,10:26:00,M1_EMN,3
M1_D0_27,10:29:00,10:29:00,M1_TPC,4
M1_D0_27,10:32:00,10:32:00,M1_BYP,5
M1_D0_27,10:35:00,10:35:00,M1_SAG,6
M1_D0_27,10:38:00,10:38:00,M1_KCP,7
M1_D0_27,10:41:00,10:41:00,M1_OPT,8
M1_D0_27,10:44:00,10:44:00,M1_DTL,9
M1_D0_27,10:47:00,10:47:00,M1_MRC,10
M1_D0_27,10:50:00,10:50:00,M1_ZYB,11
M1_D0_27,10:53:00,10:53:00,M1_BKR,12
M1_D0_27,10:56:00,10:56:00,M1_BSE,13
M1_D0_27,10:59:00,10:59:00,M1_ATR,14
M1_D0_28,10:30:00,10:30:00,M1_YKP,1
M1_D0_28,10:33:00,10:33:00,M1_AKS,2
M1_D0_28,10:36:00,10:36:00,M1_EMN,3
M1_D0_28,10:39:00,10:39:00,M1_TPC,4
M1_D0_28,10:42:00,10:42:00,M1_BYP,5
M1_D0_28,10:45:00,10:45:00,M1_SAG,6
M1_D0_28,10:48:00,10:48:00,M1_KCP,7
M1_D0_28,10:51:00,10:51:00,M1_OPT,8
M1_D0_28,10:54:00,10:54:00,M1_DTL,9
M1_D0_28,10:57:00,10:57:00,M1_MRC,10
M1_D0_28,11:00:00,11:00:00,M1_ZYB,11
M1_D0_28,11:03:00,11:03:00,M1_BKR,12
M1_D0_28,11:06:00,11:06:00,M1_BSE,13
M1_D0_28,11:09:00,11:09:00,M1_ATR,14
M1_D0_29,10:40:00,10:40:00,M1_YKP,1
M1_D0_29,10:43:00,10:43:00,M1_AKS,2
M1_D0_29,10:46:00,10:46:00,M1_EMN,3
M1_D0_29,10:49:00,10:49:00,M1_TPC,4
M1_D0_29,10:52:00,10:52:00,M1_BYP,5
M1_D0_29,10:55:00,10:55:00,M1_SAG,6
M1_D0_29,10:58:00,10:58:00,M1_KCP,7
M1_D0_29,11:01:00,11:01:00,M1_OPT,8
M1_D0_29,11:04:00,11:04:00,M1_DTL,9
M1_D0_29,11:07:00,11:07:00,M1_MRC,10
M1_D0_29,11:10:00,11:10:00,M1_ZYB,11
M1_D0_29,11:13:00,11:13:00,M1_BKR,12
M1_D0_29,11:16:00,11:16:00,M1_BSE,13
M1_D0_29,11:19:00,11:19:00,M1_ATR,14
M1_D0_30,10:50:00,10:50:00,M1_YKP,1
M1_D0_30,10:53:00,10:53:00,M1_AKS,2
M1_D0_30,10:56:00,10:56:00,M1_EMN,3
M1_D0_30,10:59:00,10:59:00,M1_TPC,4
M1_D0_30,11:02:00,11:02:00,M1_BYP,5
M1_D0_30,11:05:00,11:05:00,M1_SAG,6
M1_D0_30,11:08:00,11:08:00,M1_KCP,7
M1_D0_30,11:11:00,11:11:00,M1_OPT,8
M1_D0_30,11:14:00,11:14:00,M1_DTL,9
M1_D0_30,11:17:00,11:17:00,M1_MRC,10
M1_D0_30,11:20:00,11:20:00,M1_ZYB,11
M1_D0_30,11:23:00,11:23:00,M1_BKR,12
M1_D0_30,11:26:00,11:26:00,M1_BSE,13
M1_D0_30,11:29:00,11:29:00,M1_ATR,14
M1_D0_31,11:00:00,11:00:00,M1_YKP,1
M1_D0_31,11:03:00,11:03:00,M1_AKS,2
M1_D0_31,11:06:00,11:06:00,M1_EMN,3
M1_D0_31,11:09:00,11:09:00,M1_TPC,4
M1_D0_31,11:12:00,11:12:00,M1_BYP,5
M1_D0_31,11:15:00,11:15:00,M1_SAG,6
M1_D0_31,11:18:00,11:18:00,M1_KCP,7
M1_D0_31,11:21:00,11:21:00,M1_OPT,8
M1_D0_31,11:24:00,11:24:00,M1_DTL,9
M1_D0_31,11:27:00,11:27:00,M1_MRC,10
M1_D0_31,11:30:00,11:30:00,M1_ZYB,11
M1_D0_31,11:33:00,11:33:00,M1_BKR,12
M1_D0_31,11:36:00,11:36:00,M1_BSE,13
M1_D0_31,11:39:00,11:39:00,M1_ATR,14
M1_D0_32,11:10:00,11:10:00,M1_YKP,1
M1_D0_32,11:13:00,11:13:00,M1_AKS,2
M1_D0_32,11:16:00,11:16:00,M1_EMN,3
M1_D0_32,11:19:00,11:19:00,M1_TPC,4
M1_D0_32,11:22:00,11:22:00,M1_BYP,5
M1_D0_32,11:25:00,11:25:00,M1_SAG,6
M1_D0_32,11:28:00,11:28:00,M1_KCP,7
M1_D0_32,11:31:00,11:31:00,M1_OPT,8
M1_D0_32,11:34:00,11:34:00,M1_DTL,9
M1_D0_32,11:37:00,11:37:00,M1_MRC,10
M1_D0_32,11:40:00,11:40:00,M1_ZYB,11
M1_D0_32,11:43:00,11:43:00,M1_BKR,12
M1_D0_32,11:46:00,11:46:00,M1_BSE,13
M1_D0_32,11:49:00,11:49:00,M1_ATR,14
M1_D0_33,11:20:00,11:20:00,M1_YKP,1
M1_D0_33,11:23:00,11:23:00,M1_AKS,2
M1_D0_33,11:26:00,11:26:00,M1_EMN,3
M1_D0_33,11:29:00,11:29:00,M1_TPC,4
M1_D0_33,11:32:00,11:32:00,M1_BYP,5
M1_D0_33,11:35:00,11:35:00,M1_SAG,6
M1_D0_33,11:38:00,11:38:00,M1_KCP,7
M1_D0_33,11:41:00,11:41:00,M1_OPT,8
M1_D0_33,11:44:00,11:44:00,M1_DTL,9
M1_D0_33,11:47:00,11:47:00,M1_MRC,10
M1_D0_33,11:50:00,11:50:00,M1_ZYB,11
M1_D0_33,11:53:00,11:53:00,M1_BKR,12
M1_D0_33,11:56:00,11:56:00,M1_BSE,13
M1_D0_33,11:59:00,11:59:00,M1_ATR,14
M1_D0_34,11:30:00,11:30:00,M1_YKP,1
M1_D0_34,11:33:00,11:33:00,M1_AKS,2
M1_D0_34,11:36:00,11:36:00,M1_EMN,3
M1_D0_34,11:39:00,11:39:00,M1_TPC,4
M1_D0_34,11:42:00,11:42:00,M1_BYP,5
M1_D0_34,11:45:00,11:45:00,M1_SAG,6
M1_D0_34,11:48:00,11:48:00,M1_KCP,7
M1_D0_34,11:51:00,11:51:00,M1_OPT,8
M1_D0_34,11:54:00,11:54:00,M1_DTL,9
M1_D0_34,11:57:00,11:57:00,M1_MRC,10
M1_D0_34,12:00:00,12:00:00,M1_ZYB,11
M1_D0_34,12:03:00,12:03:00,M1_BKR,12
M1_D0_34,12:06:00,12:06:00,M1_BSE,13
M1_D0_34,12:09:00,12:09:00,M1_ATR,14
M1_D0_35,11:40:00,11:40:00,M1_YKP,1
M1_D0_35,11:43:00,11:43:00,M1_AKS,2
M1_D0_35,11:46:00,11:46:00,M1_EMN,3
