trip_id,arrival_time,departure_time,stop_id,stop_sequence
S9_D0_11,08:40:00,08:40:00,S9_SCH,5
S9_D0_11,08:45:00,08:45:00,S9_ADP,6
S9_D0_11,08:50:00,08:50:00,S9_BER,7
S9_D0_12,08:40:00,08:40:00,S9_HBF,1
S9_D0_12,08:45:00,08:45:00,S9_FRS,2
S9_D0_12,08:50:00,08:50:00,S9_ALX,3
S9_D0_12,08:55:00,08:55:00,S9_OST,4
S9_D0_12,09:00:00,09:00:00,S9_SCH,5
S9_D0_12,09:05:00,09:05:00,S9_ADP,6
S9_D0_12,09:10:00,09:10:00,S9_BER,7
S9_D0_13,09:00:00,09:00:00,S9_HBF,1
S9_D0_13,09:05:00,09:05:00,S9_FRS,2
S9_D0_13,09:10:00,09:10:00,S9_ALX,3
S9_D0_13,09:15:00,09:15:00,S9_OST,4
S9_D0_13,09:20:00,09:20:00,S9_SCH,5
S9_D0_13,09:25:00,09:25:00,S9_ADP,6
S9_D0_13,09:30:00,09:30:00,S9_BER,7
S9_D0_14,09:20:00,09:20:00,S9_HBF,1
S9_D0_14,09:25:00,09:25:00,S9_FRS,2
S9_D0_14,09:30:00,09:30:00,S9_ALX,3
S9_D0_14,09:35:00,09:35:00,S9_OST,4
S9_D0_14,09:40:00,09:40:00,S9_SCH,5
S9_D0_14,09:45:00,09:45:00,S9_ADP,6
S9_D0_14,09:50:00,09:50:00,S9_BER,7
S9_D0_15,09:40:00,09:40:00,S9_HBF,1
S9_D0_15,09:45:00,09:45:00,S9_FRS,2
S9_D0_15,09:50:00,09:50:00,S9_ALX,3
S9_D0_15,09:55:00,09:55:00,S9_OST,4
S9_D0_15,10:00:00,10:00:00,S9_SCH,5
S9_D0_15,10:05:00,10:05:00,S9_ADP,6
S9_D0_15,10:10:00,10:10:00,S9_BER,7
S9_D0_16,10:00:00,10:00:00,S9_HBF,1
S9_D0_16,10:05:00,10:05:00,S9_FRS,2
S9_D0_16,10:10:00,10:10:00,S9_ALX,3
S9_D0_16,10:15:00,10:15:00,S9_OST,4
S9_D0_16,10:20:00,10:20:00,S9_SCH,5
S9_D0_16,10:25:00,10:25:00,S9_ADP,6
S9_D0_16,10:30:00,10:30:00,S9_BER,7
S9_D0_17,10:20:00,10:20:00,S9_HBF,1
S9_D0_17,10:25:00,10:25:00,S9_FRS,2
S9_D0_17,10:30:00,10:30:00,S9_ALX,3
S9_D0_17,10:35:00,10:35:00,S9_OST,4
S9_D0_17,10:40:00,10:40:00,S9_SCH,5
S9_D0_17,10:45:00,10:45:00,S9_ADP,6
S9_D0_17,10:50:00,10:50:00,S9_BER,7
S9_D0_18,10:40:00,10:40:00,S9_HBF,1
S9_D0_18,10:45:00,10:45:00,S9_FRS,2
S9_D0_18,10:50:00,10:50:00,S9_ALX,3
S9_D0_18,10:55:00,10:55:00,S9_OST,4
S9_D0_18,11:00:00,11:00:00,S9_SCH,5
S9_D0_18,11:05:00,11:05:00,S9_ADP,6
S9_D0_18,11:10:00,11:10:00,S9_BER,7
S9_D0_19,11:00:00,11:00:00,S9_HBF,1
S9_D0_19,11:05:00,11:05:00,S9_FRS,2
S9_D0_19,11:10:00,11:10:00,S9_ALX,3
S9_D0_19,11:15:00,11:15:00,S9_OST,4
S9_D0_19,11:20:00,11:20:00,S9_SCH,5
S9_D0_19,11:25:00,11:25:00,S9_ADP,6
S9_D0_19,11:30:00,11:30:00,S9_BER,7
S9_D0_20,11:20:00,11:20:00,S9_HBF,1
S9_D0_20,11:25:00,11:25:00,S9_FRS,2
S9_D0_20,11:30:00,11:30:00,S9_ALX,3
S9_D0_20,11:35:00,11:35:00,S9_OST,4
S9_D0_20,11:40:00,11:40:00,S9_SCH,5
S9_D0_20,11:45:00,11:45:00,S9_ADP,6
S9_D0_20,11:50:00,11:50:00,S9_BER,7
S9_D0_21,11:40:00,11:40:00,S9_HBF,1
S9_D0_21,11:45:00,11:45:00,S9_FRS,2
S9_D0_21,11:50:00,11:50:00,S9_ALX,3
S9_D0_21,11:55:00,11:55:00,S9_OST,4
S9_D0_21,12:00:00,12:00:00,S9_SCH,5
S9_D0_21,12:05:00,12:05:00,S9_ADP,6
S9_D0_21,12:10:00,12:10:00,S9_BER,7
S9_D0_22,12:00:00,12:00:00,S9_HBF,1
S9_D0_22,12:05:00,12:05:00,S9_FRS,2
S9_D0_22,12:10:00,12:10:00,S9_ALX,3
S9_D0_22,12:15:00,12:15:00,S9_OST,4
S9_D0_22,12:20:00,12:20:00,S9_SCH,5
S9_D0_22,12:25:00,12:25:00,S9_ADP,6
S9_D0_22,12:30:00,12:30:00,S9_BER,7
S9_D0_23,12:20:00,12:20:00,S9_HBF,1
S9_D0_23,12:25:00,12:25:00,S9_FRS,2
S9_D0_23,12:30:00,12:30:00,S9_ALX,3
S9_D0_23,12:35:00,12:35:00,S9_OST,4
S9_D0_23,12:40:00,12:40:00,S9_SCH,5
S9_D0_23,12:45:00,12:45:00,S9_ADP,6
S9_D0_23,12:50:00,12:50:00,S9_BER,7
S9_D0_24,12:40:00,12:40:00,S9_HBF,1
S9_D0_24,12:45:00,12:45:00,S9_FRS,2
S9_D0_24,12:50:00,12:50:00,S9_ALX,3
S9_D0_24,12:55:00,12:55:00,S9_OST,4
S9_D0_24,13:00:00,13:00:00,S9_SCH,5
S9_D0_24,13:05:00,13:05:00,S9_ADP,6
S9_D0_24,13:10:00,13:10:00,S9_BER,7
S9_D0_25,13:00:00,13:00:00,S9_HBF,1
S9_D0_25,13:05:00,13:05:00,S9_FRS,2
S9_D0_25,13:10:00,13:10:00,S9_ALX,3
S9_D0_25,13:15:00,13:15:00,S9_OST,4
S9_D0_25,13:20:00,13:20:00,S9_SCH,5
S9_D0_25,13:25:00,13:25:00,S9_ADP,6
S9_D0_25,13:30:00,13:30:00,S9_BER,7
S9_D0_26,13:20:00,13:20:00,S9_HBF,1
S9_D0_26,13:25:00,13:25:00,S9_FRS,2
S9_D0_26,13:30:00,13:30:00,S9_ALX,3
S9_D0_26,13:35:00,13:35:00,S9_OST,4
S9_D0_26,13:40:00,13:40:00,S9_SCH,5
S9_D0_26,13:45:00,13:45:00,S9_ADP,6
S9_D0_26,13:50:00,13:50:00,S9_BER,7
S9_D0_27,13:40:00,13:40:00,S9_HBF,1
S9_D0_27,13:45:00,13:45:00,S9_FRS,2
S9_D0_27,13:50:00,13:50:00,S9_ALX,3
S9_D0_27,13:55:00,13:55:00,S9_OST,4
S9_D0_27,14:00:00,14:00:00,S9_SCH,5
S9_D0_27,14:05:00,14:05:00,S9_ADP,6
S9_D0_27,14:10:00,14:10:00,S9_BER,7
S9_D0_28,14:00:00,14:00:00,S9_HBF,1
S9_D0_28,14:05:00,14:05:00,S9_FRS,2
S9_D0_28,14:10:00,14:10:00,S9_ALX,3
S9_D0_28,14:15:00,14:15:00,S9_OST,4
S9_D0_28,14:20:00,14:20:00,S9_SCH,5
S9_D0_28,14:25:00,14:25:00,S9_ADP,6
S9_D0_28,14:30:00,14:30:00,S9_BER,7
S9_D0_29,14:20:00,14:20:00,S9_HBF,1
S9_D0_29,14:25:00,14:25:00,S9_FRS,2
S9_D0_29,14:30:00,14:30:00,S9_ALX,3
S9_D0_29,14:35:00,14:35:00,S9_OST,4
S9_D0_29,14:40:00,14:40:00,S9_SCH,5
S9_D0_29,14:45:00,14:45:00,S9_ADP,6
S9_D0_29,14:50:00,14:50:00,S9_BER,7
S9_D0_30,14:40:00,14:40:00,S9_HBF,1
S9_D0_30,14:45:00,14:45:00,S9_FRS,2
S9_D0_30,14:50:00,14:50:00,S9_ALX,3
S9_D0_30,14:55:00,14:55:00,S9_OST,4
S9_D0_30,15:00:00,15:00:00,S9_SCH,5
S9_D0_30,15:05:00,15:05:00,S9_ADP,6
S9_D0_30,15:10:00,15:10:00,S9_BER,7
S9_D0_31,15:00:00,15:00:00,S9_HBF,1
S9_D0_31,15:05:00,15:05:00,S9_FRS,2
S9_D0_31,15:10:00,15:10:00,S9_ALX,3
S9_D0_31,15:15:00,15:15:00,S9_OST,4
S9_D0_31,15:20:00,15:20:00,S9_SCH,5
S9_D0_31,15:25:00,15:25:00,S9_ADP,6
S9_D0_31,15:30:00,15:30:00,S9_BER,7
S9_D0_32,15:20:00,15:20:00,S9_HBF,1
S9_D0_32,15:25:00,15:25:00,S9_FRS,2
S9_D0_32,15:30:00,15:30:00,S9_ALX,3
S9_D0_32,15:35:00,15:35:00,S9_OST,4
S9_D0_32,15:40:00,15:40:00,S9_SCH,5
S9_D0_32,15:45:00,15:45:00,S9_ADP,6
S9_D0_32,15:50:00,15:50:00,S9_BER,7
S9_D0_33,15:40:00,15:40:00,S9_HBF,1
S9_D0_33,15:45:00,15:45:00,S9_FRS,2
S9_D0_33,15:50:00,15:50:00,S9_ALX,3
S9_D0_33,15:55:00,15:55:00,S9_OST,4
S9_D0_33,16:00:00,16:00:00,S9_SCH,5
S9_D0_33,16:05:00,16:05:00,S9_ADP,6
S9_D0_33,16:10:00,16:10:00,S9_BER,7
S9_D0_34,16:00:00,16:00:00,S9_HBF,1
S9_D0_34,16:05:00,16:05:00,S9_FRS,2
S9_D0_34,16:10:00,16:10:00,S9_ALX,3
S9_D0_34,16:15:00,16:15:00,S9_OST,4
S9_D0_34,16:20:00,16:20:00,S9_SCH,5
S9_D0_34,16:25:00,16:25:00,S9_ADP,6
S9_D0_34,16:30:00,16:30:00,S9_BER,7
S9_D0_35,16:20:00,16:20:00,S9_HBF,1
S9_D0_35,16:25:00,16:25:00,S9_FRS,2
S9_D0_35,16:30:00,16:30:00,S9_ALX,3
S9_D0_35,16:35:00,16:35:00,S9_OST,4
S9_D0_35,16:40:00,16:40:00,S9_SCH,5
S9_D0_35,16:45:00,16:45:00,S9_ADP,6
S9_D0_35,16:50:00,16:50:00,S9_BER,7
S9_D0_36,16:40:00,16:40:00,S9_HBF,1
S9_D0_36,16:45:00,16:45:00,S9_FRS,2
S9_D0_36,16:50:00,16:50:00,S9_ALX,3
S9_D0_36,16:55:00,16:55:00,S9_OST,4
S9_D0_36,17:00:00,17:00:00,S9_SCH,5
S9_D0_36,17:05:00,17:05:00,S9_ADP,6
S9_D0_36,17:10:00,17:10:00,S9_BER,7
S9_D0_37,17:00:00,17:00:00,S9_HBF,1
S9_D0_37,17:05:00,17:05:00,S9_FRS,2
S9_D0_37,17:10:00,17:10:00,S9_ALX,3
S9_D0_37,17:15:00,17:15:00,S9_OST,4
S9_D0_37,17:20:00,17:20:00,S9_SCH,5
S9_D0_37,17:25:00,17:25:00,S9_ADP,6
S9_D0_37,17:30:00,17:30:00,S9_BER,7
S9_D0_38,17:20:00,17:20:00,S9_HBF,1
S9_D0_38,17:25:00,17:25:00,S9_FRS,2
S9_D0_38,17:30:00,17:30:00,S9_ALX,3
S9_D0_38,17:35:00,17:35:00,S9_OST,4
S9_D0_38,17:40:00,17:40:00,S9_SCH,5
S9_D0_38,17:45:00,17:45:00,S9_ADP,6
S9_D0_38,17:50:00,17:50:00,S9_BER,7
S9_D0_39,17:40:00,17:40:00,S9_HBF,1
S9_D0_39,17:45:00,17:45:00,S9_FRS,2
S9_D0_39,17:50:00,17:50:00,S9_ALX,3
S9_D0_39,17:55:00,17:55:00,S9_OST,4
S9_D0_39,18:00:00,18:00:00,S9_SCH,5
S9_D0_39,18:05:00,18:05:00,S9_ADP,6
S9_D0_39,18:10:00,18:10:00,S9_BER,7
S9_D0_40,18:00:00,18:00:00,S9_HBF,1
S9_D0_40,18:05:00,18:05:00,S9_FRS,2
S9_D0_40,18:10:00,18:10:00,S9_ALX,3
S9_D0_40,18:15:00,18:15:00,S9_OST,4
S9_D0_40,18:20:00,18:20:00,S9_SCH,5
S9_D0_40,18:25:00,18:25:00,S9_ADP,6
S9_D0_40,18:30:00,18:30:00,S9_BER,7
S9_D0_41,18:20:00,18:20:00,S9_HBF,1
S9_D0_41,18:25:00,18:25:00,S9_FRS,2
S9_D0_41,18:30:00,18:30:00,S9_ALX,3
S9_D0_41,18:35:00,18:35:00,S9_OST,4
S9_D0_41,18:40:00,18:40:00,S9_SCH,5
S9_D0_41,18:45:00,18:45:00,S9_ADP,6
S9_D0_41,18:50:00,18:50:00,S9_BER,7
S9_D0_42,18:40:00,18:40:00,S9_HBF,1
S9_D0_42,18:45:00,18:45:00,S9_FRS,2
S9_D0_42,18:50:00,18:50:00,S9_ALX,3
S9_D0_42,18:55:00,18:55:00,S9_OST,4
S9_D0_42,19:00:00,19:00:00,S9_SCH,5
S9_D0_42,19:05:00,19:05:00,S9_ADP,6
S9_D0_42,19:10:00,19:10:00,S9_BER,7
S9_D0_43,19:00:00,19:00:00,S9_HBF,1
S9_D0_43,19:05:00,19:05:00,S9_FRS,2
S9_D0_43,19:10:00,19:10:00,S9_ALX,3
S9_D0_43,19:15:00,19:15:00,S9_OST,4
S9_D0_43,19:20:00,19:20:00,S9_SCH,5
S9_D0_43,19:25:00,19:25:00,S9_ADP,6
S9_D0_43,19:30:00,19:30:00,S9_BER,7
S9_D0_44,19:20:00,19:20:00,S9_HBF,1
S9_D0_44,19:25:00,19:25:00,S9_FRS,2
S9_D0_44,19:30:00,19:30:00,S9_ALX,3
S9_D0_44,19:35:00,19:35:00,S9_OST,4
S9_D0_44,19:40:00,19:40:00,S9_SCH,5
S9_D0_44,19:45:00,19:45:00,S9_ADP,6
S9_D0_44,19:50:00,19:50:00,S9_BER,7
S9_D0_45,19:40:00,19:40:00,S9_HBF,1
S9_D0_45,19:45:00,19:45:00,S9_FRS,2
S9_D0_45,19:50:00,19:50:00,S9_ALX,3
S9_D0_45,19:55:00,19:55:00,S9_OST,4
S9_D0_45,20:00:00,20:00:00,S9_SCH,5
S9_D0_45,20:05:00,20:05:00,S9_ADP,6
S9_D0_45,20:10:00,20:10:00,S9_BER,7
S9_D0_46,20:00:00,20:00:00,S9_HBF,1
S9_D0_46,20:05:00,20:05:00,S9_FRS,2
S9_D0_46,20:10:00,20:10:00,S9_ALX,3
S9_D0_46,20:15:00,20:15:00,S9_OST,4
S9_D0_46,20:20:00,20:20:00,S9_SCH,5
S9_D0_46,20:25:00,20:25:00,S9_ADP,6
S9_D0_46,20:30:00,20:30:00,S9_BER,7
S9_D0_47,20:20:00,20:20:00,S9_HBF,1
S9_D0_47,20:25:00,20:25:00,S9_FRS,2
S9_D0_47,20:30:00,20:30:00,S9_ALX,3
S9_D0_47,20:35:00,20:35:00,S9_OST,4
S9_D0_47,20:40:00,20:40:00,S9_SCH,5
S9_D0_47,20:45:00,20:45:00,S9_ADP,6
S9_D0_47,20:50:00,20:50:00,S9_BER,7
S9_D0_48,20:40:00,20:40:00,S9_HBF,1
S9_D0_48,20:45:00,20:45:00,S9_FRS,2
S9_D0_48,20:50:00,20:50:00,S9_ALX,3
S9_D0_48,20:55:00,20:55:00,S9_OST,4
S9_D0_48,21:00:00,21:00:00,S9_SCH,5
S9_D0_48,21:05:00,21:05:00,S9_ADP,6
S9_D0_48,21:10:00,21:10:00,S9_BER,7
S9_D0_49,21:00:00,21:00:00,S9_HBF,1
S9_D0_49,21:05:00,21:05:00,S9_FRS,2
S9_D0_49,21:10:00,21:10:00,S9_ALX,3
S9_D0_49,21:15:00,21:15:00,S9_OST,4
S9_D0_49,21:20:00,21:20:00,S9_SCH,5
S9_D0_49,21:25:00,21:25:00,S9_ADP,6
S9_D0_49,21:30:00,21:30:00,S9_BER,7
S9_D0_50,21:20:00,21:20:00,S9_HBF,1
S9_D0_50,21:25:00,21:25:00,S9_FRS,2
S9_D0_50,21:30:00,21:30:00,S9_ALX,3
S9_D0_50,21:35:00,21:35:00,S9_OST,4
S9_D0_50,21:40:00,21:40:00,S9_SCH,5
S9_D0_50,21:45:00,21:45:00,S9_ADP,6
S9_D0_50,21:50:00,21:50:00,S9_BER,7
S9_D0_51,21:40:00,21:40:00,S9_HBF,1
S9_D0_51,21:45:00,21:45:00,S9_FRS,2
S9_D0_51,21:50:00,21:50:00,S9_ALX,3
S9_D0_51,21:55:00,21:55:00,S9_OST,4
S9_D0_51,22:00:00,22:00:00,S9_SCH,5
S9_D0_51,22:05:00,22:05:00,S9_ADP,6
S9_D0_51,22:10:00,22:10:00,S9_BER,7
S9_D0_52,22:00:00,22:00:00,S9_HBF,1
S9_D0_52,22:05:00,22:05:00,S9_FRS,2
S9_D0_52,22:10:00,22:10:00,S9_ALX,3
S9_D0_52,22:15:00,22:15:00,S9_OST,4
S9_D0_52,22:20:00,22:20:00,S9_SCH,5
S9_D0_52,22:25:00,22:25:00,S9_ADP,6
S9_D0_52,22:30:00,22:30:00,S9_BER,7
S9_D0_53,22:20:00,22:20:00,S9_HBF,1
S9_D0_53,22:25:00,22:25:00,S9_FRS,2
S9_D0_53,22:30:00,22:30:00,S9_ALX,3
S9_D0_53,22:35:00,22:35:00,S9_OST,4
S9_D0_53,22:40:00,22:40:00,S9_SCH,5
S9_D0_53,22:45:00,22:45:00,S9_ADP,6
S9_D0_53,22:50:00,22:50:00,S9_BER,7
S9_D0_54,22:40:00,22:40:00,S9_HBF,1
S9_D0_54,22:45:00,22:45:00,S9_FRS,2
S9_D0_54,22:50:00,22:50:00,S9_ALX,3
S9_D0_54,22:55:00,22:55:00,S9_OST,4
S9_D0_54,23:00:00,23:00:00,S9_SCH,5
S9_D0_54,23:05:00,23:05:00,S9_ADP,6
S9_D0_54,23:10:00,23:10:00,S9_BER,7
S9_D0_55,23:00:00,23:00:00,S9_HBF,1
S9_D0_55,23:05:00,23:05:00,S9_FRS,2
S9_D0_55,23:10:00,23:10:00,S9_ALX,3
S9_D0_55,23:15:00,23:15:00,S9_OST,4
S9_D0_55,23:20:00,23:20:00,S9_SCH,5
S9_D0_55,23:25:00,23:25:00,S9_ADP,6
S9_D0_55,23:30:00,23:30:00,S9_BER,7
S9_D0_56,23:20:00,23:20:00,S9_HBF,1
S9_D0_56,23:25:00,23:25:00,S9_FRS,2
S9_D0_56,23:30:00,23:30:00,S9_ALX,3
S9_D0_56,23:35:00,23:35:00,S9_OST,4
S9_D0_56,23:40:00,23:40:00,S9_SCH,5
S9_D0_56,23:45:00,23:45:00,S9_ADP,6
S9_D0_56,23:50:00,23:50:00,S9_BER,7
S9_D0_57,23:40:00,23:40:00,S9_HBF,1
S9_D0_57,23:45:00,23:45:00,S9_FRS,2
S9_D0_57,23:50:00,23:50:00,S9_ALX,3
S9_D0_57,23:55:00,23:55:00,S9_OST,4
S9_D0_57,00:00:00,00:00:00,S9_SCH,5
S9_D0_57,00:05:00,00:05:00,S9_ADP,6
S9_D0_57,00:10:00,00:10:00,S9_BER,7
S9_D1_58,05:10:00,05:10:00,S9_BER,1
S9_D1_58,05:15:00,05:15:00,S9_ADP,2
S9_D1_58,05:20:00,05:20:00,S9_SCH,3
S9_D1_58,05:25:00,05:25:00,S9_OST,4
S9_D1_58,05:30:00,05:30:00,S9_ALX,5
S9_D1_58,05:35:00,05:35:00,S9_FRS,6
S9_D1_58,05:40:00,05:40:00,S9_HBF,7
S9_D1_59,05:30:00,05:30:00,S9_BER,1
S9_D1_59,05:35:00,05:35:00,S9_ADP,2
S9_D1_59,05:40:00,05:40:00,S9_SCH,3
S9_D1_59,05:45:00,05:45:00,S9_OST,4
S9_D1_59,05:50:00,05:50:00,S9_ALX,5
S9_D1_59,05:55:00,05:55:00,S9_FRS,6
S9_D1_59,06:00:00,06:00:00,S9_HBF,7
S9_D1_60,05:50:00,05:50:00,S9_BER,1
S9_D1_60,05:55:00,05:55:00,S9_ADP,2
S9_D1_60,06:00:00,06:00:00,S9_SCH,3
S9_D1_60,06:05:00,06:05:00,S9_OST,4
S9_D1_60,06:10:00,06:10:00,S9_ALX,5
S9_D1_60,06:15:00,06:15:00,S9_FRS,6
S9_D1_60,06:20:00,06:20:00,S9_HBF,7
S9_D1_61,06:10:00,06:10:00,S9_BER,1
S9_D1_61,06:15:00,06:15:00,S9_ADP,2
S9_D1_61,06:20:00,06:20:00,S9_SCH,3
S9_D1_61,06:25:00,06:25:00,S9_OST,4
S9_D1_61,06:30:00,06:30:00,S9_ALX,5
S9_D1_61,06:35:00,06:35:00,S9_FRS,6
S9_D1_61,06:40:00,06:40:00,S9_HBF,7
S9_D1_62,06:30:00,06:30:00,S9_BER,1
S9_D1_62,06:35:00,06:35:00,S9_ADP,2
S9_D1_62,06:40:00,06:40:00,S9_SCH,3
S9_D1_62,06:45:00,06:45:00,S9_OST,4
S9_D1_62,06:50:00,06:50:00,S9_ALX,5
S9_D1_62,06:55:00,06:55:00,S9_FRS,6
S9_D1_62,07:00:00,07:00:00,S9_HBF,7
S9_D1_63,06:50:00,06:50:00,S9_BER,1
S9_D1_63,06:55:00,06:55:00,S9_ADP,2
S9_D1_63,07:00:00,07:00:00,S9_SCH,3
S9_D1_63,07:05:00,07:05:00,S9_OST,4
S9_D1_63,07:10:00,07:10:00,S9_ALX,5
S9_D1_63,07:15:00,07:15:00,S9_FRS,6
S9_D1_63,07:20:00,07:20:00,S9_HBF,7
S9_D1_64,07:10:00,07:10:00,S9_BER,1
S9_D1_64,07:15:00,07:15:00,S9_ADP,2
S9_D1_64,07:20:00,07:20:00,S9_SCH,3
S9_D1_64,07:25:00,07:25:00,S9_OST,4
S9_D1_64,07:30:00,07:30:00,S9_ALX,5
S9_D1_64,07:35:00,07:35:00,S9_FRS,6
S9_D1_64,07:40:00,07:40:00,S9_HBF,7
S9_D1_65,07:30:00,07:30:00,S9_BER,1
S9_D1_65,07:35:00,07:35:00,S9_ADP,2
S9_D1_65,07:40:00,07:40:00,S9_SCH,3
S9_D1_65,07:45:00,07:45:00,S9_OST,4
S9_D1_65,07:50:00,07:50:00,S9_ALX,5
S9_D1_65,07:55:00,07:55:00,S9_FRS,6
S9_D1_65,08:00:00,08:00:00,S9_HBF,7
S9_D1_66,07:50:00,07:50:00,S9_BER,1
S9_D1_66,07:55:00,07:55:00,S9_ADP,2
S9_D1_66,08:00:00,08:00:00,S9_SCH,3
S9_D1_66,08:05:00,08:05:00,S9_OST,4
S9_D1_66,08:10:00,08:10:00,S9_ALX,5
S9_D1_66,08:15:00,08:15:00,S9_FRS,6
S9_D1_66,08:20:00,08:20:00,S9_HBF,7
S9_D1_67,08:10:00,08:10:00,S9_BER,1
S9_D1_67,08:15:00,08:15:00,S9_ADP,2
S9_D1_67,08:20:00,08:20:00,S9_SCH,3
S9_D1_67,08:25:00,08:25:00,S9_OST,4
S9_D1_67,08:30:00,08:30:00,S9_ALX,5
S9_D1_67,08:35:00,08:35:00,S9_FRS,6
S9_D1_67,08:40:00,08:40:00,S9_HBF,7
S9_D1_68,08:30:00,08:30:00,S9_BER,1
S9_D1_68,08:35:00,08:35:00,S9_ADP,2
S9_D1_68,08:40:00,08:40:00,S9_SCH,3
S9_D1_68,08:45:00,08:45:00,S9_OST,4
S9_D1_68,08:50:00,08:50:00,S9_ALX,5
S9_D1_68,08:55:00,08:55:00,S9_FRS,6
S9_D1_68,09:00:00,09:00:00,S9_HBF,7
S9_D1_69,08:50:00,08:50:00,S9_BER,1
S9_D1_69,08:55:00,08:55:00,S9_ADP,2
S9_D1_69,09:00:00,09:00:00,S9_SCH,3
S9_D1_69,09:05:00,09:05:00,S9_OST,4
S9_D1_69,09:10:00,09:10:00,S9_ALX,5
S9_D1_69,09:15:00,09:15:00,S9_FRS,6
S9_D1_69,09:20:00,09:20:00,S9_HBF,7
S9_D1_70,09:10:00,09:10:00,S9_BER,1
S9_D1_70,09:15:00,09:15:00,S9_ADP,2
